edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual,salario_anual,impacto_economico
39,No,Travel_Rarely,Sales,6,Master,Medical,Muy_Alta,Muy_Alta,3,Sales Executive,Muy_Alta,Married,8237,2,No,11,Alta,Baja,1,11,3,7,7,6,98844,20757.239999999998
29,No,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,Baja,Alta,2,Healthcare Representative,Alta,Divorced,8853,1,No,19,Alta,Muy_Alta,1,6,0,6,1,3,106236,22309.559999999998
50,No,Travel_Rarely,Sales,9,Universitaria,Marketing,Alta,Alta,5,Manager,Alta,Married,19331,4,Yes,16,Alta,Alta,1,27,2,1,0,0,231972,48714.119999999995
23,No,Travel_Rarely,Research & Development,10,Master,Technical Degree,Muy_Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2073,2,No,16,Alta,Muy_Alta,1,4,2,2,2,2,24876,4005.036
36,No,Travel_Frequently,Research & Development,6,Master,Life Sciences,Baja,Muy_Alta,2,Laboratory Technician,Muy_Alta,Married,5562,3,Yes,13,Alta,Muy_Alta,1,9,3,3,0,2,66744,13615.776
42,No,Travel_Rarely,Research & Development,9,Secundaria,Other,Muy_Alta,Media,5,Manager,Media,Single,19613,8,No,22,Muy_Alta,Muy_Alta,0,24,2,1,0,1,235356,49424.759999999995
35,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,Media,Muy_Alta,2,Laboratory Technician,Muy_Alta,Married,3407,1,No,17,Alta,Muy_Alta,2,10,3,10,6,8,40884,8054.148
34,No,Travel_Frequently,Research & Development,10,Secundaria,Technical Degree,Muy_Alta,Media,2,Healthcare Representative,Media,Married,5063,1,No,14,Alta,Media,1,8,3,8,7,7,60756,12394.223999999998
40,No,Travel_Rarely,Sales,14,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4639,1,No,15,Alta,Alta,1,5,2,5,1,2,55668,11356.271999999999
43,No,Travel_Rarely,Research & Development,27,Master,Technical Degree,Muy_Alta,Muy_Alta,1,Laboratory Technician,Muy_Alta,Divorced,4876,5,No,12,Alta,Alta,1,8,0,6,0,2,58512,11936.447999999999
35,No,Travel_Rarely,Research & Development,7,Secundaria,Life Sciences,Alta,Media,1,Laboratory Technician,Media,Married,2690,1,No,18,Alta,Muy_Alta,1,1,5,1,0,1,32280,6359.16
46,No,Travel_Rarely,Sales,1,Master,Life Sciences,Muy_Alta,Muy_Alta,4,Manager,Muy_Alta,Single,17567,1,No,15,Alta,Media,0,27,5,26,0,12,210804,44268.84
28,Yes,Travel_Rarely,Research & Development,24,Universitaria,Medical,Alta,Alta,1,Laboratory Technician,Alta,Married,2408,1,Yes,17,Alta,Alta,3,1,3,1,0,0,28896,4652.256
22,No,Non-Travel,Research & Development,26,Secundaria,Other,Media,Media,1,Research Scientist,Media,Married,2814,1,Yes,14,Alta,Media,0,4,2,4,1,3,33768,6652.296
50,No,Travel_Frequently,Research & Development,20,Universitaria,Medical,Media,Alta,4,Healthcare Representative,Alta,Married,11245,2,Yes,15,Alta,Alta,1,32,3,30,12,13,134940,28337.399999999998
32,No,Travel_Rarely,Research & Development,5,Master,Other,Media,Muy_Alta,1,Research Scientist,Muy_Alta,Married,3312,3,No,17,Alta,Muy_Alta,2,6,3,3,0,2,39744,7829.568
44,No,Travel_Rarely,Research & Development,7,Universitaria,Medical,Media,Alta,5,Research Director,Alta,Divorced,19049,0,Yes,14,Alta,Muy_Alta,1,23,4,22,1,10,228588,48003.479999999996
30,No,Travel_Rarely,Research & Development,7,Secundaria,Medical,Media,Media,1,Research Scientist,Media,Married,2141,1,No,12,Alta,Media,1,6,3,6,1,1,25692,4136.412
45,No,Travel_Rarely,Research & Development,5,Primaria,Medical,Alta,Baja,2,Laboratory Technician,Baja,Single,5769,1,Yes,14,Alta,Baja,0,10,3,10,1,4,69228,14122.511999999999
45,No,Non-Travel,Sales,26,Secundaria,Marketing,Baja,Media,2,Sales Executive,Media,Married,4385,1,No,15,Alta,Baja,1,10,2,10,4,5,52620,10734.48
31,No,Travel_Frequently,Sales,2,Universitaria,Other,Muy_Alta,Alta,2,Sales Executive,Alta,Single,5332,7,No,13,Alta,Muy_Alta,0,10,3,5,0,3,63984,13052.735999999999
36,No,Travel_Rarely,Research & Development,12,Universitaria,Life Sciences,Alta,Alta,2,Manufacturing Director,Alta,Married,4663,9,Yes,12,Alta,Media,2,7,2,3,1,1,55956,11415.024
34,No,Travel_Frequently,Research & Development,10,Master,Life Sciences,Alta,Muy_Alta,2,Manufacturing Director,Muy_Alta,Divorced,4724,1,No,13,Alta,Baja,1,9,3,9,7,2,56688,11564.351999999999
49,No,Travel_Rarely,Research & Development,25,Universitaria,Life Sciences,Alta,Alta,1,Laboratory Technician,Alta,Married,3211,1,No,14,Alta,Muy_Alta,1,10,3,9,1,4,38532,7590.804
39,No,Travel_Rarely,Research & Development,10,Universitaria,Medical,Media,Alta,2,Manufacturing Director,Alta,Married,5377,2,No,13,Alta,Muy_Alta,3,10,3,7,7,7,64524,13162.895999999999
27,No,Travel_Rarely,Research & Development,19,Secundaria,Other,Muy_Alta,Media,1,Laboratory Technician,Media,Divorced,4066,1,No,11,Alta,Baja,2,7,3,7,0,7,48792,9612.024000000001
35,No,Travel_Rarely,Research & Development,18,Master,Life Sciences,Media,Muy_Alta,2,Research Scientist,Muy_Alta,Married,5208,1,No,11,Alta,Muy_Alta,0,16,2,16,1,10,62496,12749.184
28,No,Travel_Rarely,Research & Development,27,Primaria,Medical,Media,Baja,2,Manufacturing Director,Baja,Divorced,4877,0,No,21,Muy_Alta,Media,1,6,5,5,0,0,58524,11938.895999999999
21,No,Travel_Rarely,Research & Development,5,Universitaria,Medical,Alta,Alta,1,Research Scientist,Alta,Single,3117,1,No,18,Alta,Alta,0,3,2,2,2,2,37404,7368.588000000001
18,Yes,Travel_Frequently,Sales,3,Universitaria,Medical,Media,Alta,1,Sales Representative,Alta,Single,1569,1,Yes,12,Alta,Alta,0,0,2,0,0,0,18828,3031.308
47,No,Travel_Rarely,Human Resources,26,Universitaria,Life Sciences,Muy_Alta,Alta,5,Manager,Alta,Married,19658,3,No,11,Alta,Alta,1,27,2,5,1,0,235896,49538.159999999996
39,No,Travel_Rarely,Research & Development,3,Secundaria,Medical,Alta,Media,2,Laboratory Technician,Media,Divorced,3069,0,No,15,Alta,Muy_Alta,1,11,3,10,0,7,36828,7255.116
40,No,Travel_Rarely,Research & Development,15,Universitaria,Life Sciences,Baja,Alta,3,Manufacturing Director,Alta,Married,10435,1,No,13,Alta,Muy_Alta,2,18,2,18,14,12,125220,26296.2
35,No,Non-Travel,Research & Development,8,Universitaria,Life Sciences,Alta,Alta,2,Healthcare Representative,Alta,Married,4148,1,No,12,Alta,Muy_Alta,1,15,5,14,2,9,49776,9805.872000000001
37,No,Travel_Rarely,Research & Development,19,Universitaria,Life Sciences,Alta,Alta,2,Manufacturing Director,Alta,Married,5768,3,No,17,Alta,Baja,3,9,2,4,0,2,69216,14120.063999999998
39,No,Travel_Frequently,Research & Development,4,Universitaria,Medical,Baja,Alta,2,Manufacturing Director,Alta,Single,5042,0,No,13,Alta,Muy_Alta,0,10,2,9,3,8,60504,12342.815999999999
45,No,Travel_Rarely,Research & Development,2,Secundaria,Other,Muy_Alta,Media,2,Manufacturing Director,Media,Divorced,5770,1,No,19,Alta,Baja,2,10,3,10,3,9,69240,14124.96
38,No,Travel_Rarely,Research & Development,2,Secundaria,Medical,Muy_Alta,Media,3,Manufacturing Director,Media,Married,7756,3,Yes,19,Alta,Muy_Alta,1,10,6,5,0,2,93072,19545.12
35,Yes,Travel_Rarely,Sales,10,Secundaria,Medical,Muy_Alta,Media,3,Sales Executive,Media,Married,10306,9,No,17,Alta,Alta,0,15,3,13,6,0,123672,25971.12
37,No,Travel_Rarely,Research & Development,10,Universitaria,Medical,Media,Alta,1,Research Scientist,Alta,Married,3936,1,No,11,Alta,Baja,1,8,2,8,7,7,47232,9304.704
40,No,Travel_Rarely,Research & Development,16,Universitaria,Life Sciences,Alta,Alta,3,Manufacturing Director,Alta,Single,7945,6,Yes,15,Alta,Muy_Alta,0,18,2,4,3,3,95340,20021.399999999998
44,No,Travel_Frequently,Human Resources,1,Universitaria,Human Resources,Baja,Alta,2,Human Resources,Alta,Married,5743,4,Yes,11,Alta,Alta,0,14,3,10,0,2,68916,14058.864
48,No,Travel_Frequently,Research & Development,4,Secundaria,Medical,Alta,Media,4,Manager,Media,Married,15202,2,No,25,Muy_Alta,Media,1,23,3,2,2,2,182424,38309.04
35,Yes,Travel_Rarely,Sales,15,Primaria,Medical,Baja,Baja,2,Sales Executive,Baja,Divorced,5440,6,Yes,14,Alta,Muy_Alta,2,7,2,2,2,2,65280,13317.119999999999
24,No,Travel_Frequently,Research & Development,2,Universitaria,Technical Degree,Baja,Alta,1,Research Scientist,Alta,Single,3760,1,Yes,13,Alta,Alta,0,6,2,6,1,3,45120,8888.640000000001
27,No,Travel_Rarely,Research & Development,8,Universitaria,Medical,Media,Muy_Alta,1,Research Scientist,Muy_Alta,Married,3517,7,No,17,Alta,Baja,0,5,0,3,0,2,42204,8314.188
27,No,Travel_Frequently,Research & Development,2,Universitaria,Medical,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2580,2,No,13,Alta,Alta,0,6,0,4,1,2,30960,6099.12
40,Yes,Travel_Rarely,Research & Development,7,Universitaria,Life Sciences,Baja,Alta,1,Laboratory Technician,Alta,Single,2166,3,Yes,14,Alta,Media,0,10,3,4,0,3,25992,4184.712
29,No,Travel_Rarely,Sales,10,Secundaria,Medical,Alta,Media,2,Sales Executive,Media,Single,5869,9,No,11,Alta,Alta,0,8,2,5,1,4,70428,14367.312
36,No,Travel_Rarely,Research & Development,5,Universitaria,Life Sciences,Media,Alta,3,Healthcare Representative,Alta,Married,8008,4,No,12,Alta,Alta,2,9,6,3,0,2,96096,20180.16
25,No,Travel_Frequently,Research & Development,2,Master,Life Sciences,Muy_Alta,Muy_Alta,2,Manufacturing Director,Muy_Alta,Divorced,5206,1,No,17,Alta,Alta,2,7,6,7,0,7,62472,12744.287999999999
39,No,Travel_Rarely,Research & Development,12,Universitaria,Medical,Muy_Alta,Alta,2,Manufacturing Director,Alta,Married,5295,4,No,21,Muy_Alta,Alta,0,7,3,5,1,0,63540,12962.16
49,No,Travel_Rarely,Research & Development,22,Universitaria,Other,Baja,Alta,4,Research Director,Alta,Married,16413,3,No,16,Alta,Media,2,27,2,4,1,2,196956,41360.76
50,No,Travel_Rarely,Research & Development,17,Secundaria,Life Sciences,Muy_Alta,Media,3,Research Director,Media,Divorced,13269,5,No,15,Alta,Alta,3,19,3,14,1,11,159228,33437.88
20,No,Travel_Rarely,Sales,2,Universitaria,Medical,Alta,Alta,1,Sales Representative,Alta,Single,2783,1,No,19,Alta,Baja,0,2,3,2,2,2,33396,6579.012000000001
34,No,Travel_Rarely,Research & Development,3,Universitaria,Life Sciences,Muy_Alta,Alta,2,Research Scientist,Alta,Divorced,5433,1,No,12,Alta,Alta,1,11,2,11,7,9,65196,13299.983999999999
36,No,Travel_Rarely,Research & Development,7,Universitaria,Life Sciences,Baja,Alta,1,Laboratory Technician,Alta,Single,2013,2,No,11,Alta,Alta,0,15,4,4,1,3,24156,3889.116
49,No,Travel_Rarely,Research & Development,6,Secundaria,Life Sciences,Alta,Media,4,Healthcare Representative,Media,Married,13966,2,Yes,19,Alta,Media,1,30,3,15,2,12,167592,35194.32
36,No,Non-Travel,Research & Development,1,Secundaria,Medical,Muy_Alta,Media,2,Manufacturing Director,Media,Married,4374,0,No,15,Alta,Alta,0,4,6,3,1,2,52488,10707.552
36,No,Travel_Rarely,Research & Development,3,Master,Life Sciences,Muy_Alta,Muy_Alta,2,Healthcare Representative,Muy_Alta,Divorced,6842,6,No,20,Muy_Alta,Baja,1,13,3,5,0,4,82104,17241.84
54,No,Travel_Rarely,Research & Development,22,Universitaria,Medical,Media,Alta,4,Manager,Alta,Married,17426,3,No,25,Muy_Alta,Alta,1,36,6,10,4,7,209112,43913.52
43,No,Travel_Rarely,Research & Development,15,Secundaria,Life Sciences,Alta,Media,4,Research Director,Media,Married,17603,1,No,24,Muy_Alta,Baja,1,14,3,14,6,11,211236,44359.56
35,Yes,Travel_Frequently,Sales,12,Universitaria,Other,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4581,3,Yes,24,Muy_Alta,Baja,0,13,2,11,6,7,54972,11214.287999999999
38,No,Travel_Frequently,Research & Development,1,Universitaria,Life Sciences,Muy_Alta,Alta,2,Research Scientist,Alta,Married,4735,7,No,15,Alta,Muy_Alta,2,19,4,13,2,9,56820,11591.279999999999
29,No,Travel_Rarely,Sales,5,Secundaria,Medical,Baja,Media,2,Sales Executive,Media,Divorced,4187,1,Yes,13,Alta,Media,1,10,3,10,0,9,50244,10249.776
33,No,Travel_Rarely,Sales,2,Universitaria,Medical,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,5505,1,No,14,Alta,Alta,2,6,5,6,0,4,66060,13476.24
32,No,Travel_Rarely,Research & Development,2,Universitaria,Medical,Muy_Alta,Alta,2,Research Scientist,Alta,Divorced,5470,0,No,13,Alta,Alta,2,10,4,9,1,6,65640,13390.56
31,No,Travel_Rarely,Sales,5,Universitaria,Life Sciences,Baja,Alta,2,Sales Executive,Alta,Married,5476,1,No,11,Alta,Baja,2,10,2,10,0,2,65712,13405.248
49,No,Travel_Rarely,Research & Development,16,Universitaria,Medical,Muy_Alta,Alta,1,Laboratory Technician,Alta,Divorced,2587,4,Yes,16,Alta,Media,1,17,2,2,2,2,31044,6115.668000000001
38,No,Travel_Frequently,Research & Development,2,Secundaria,Medical,Muy_Alta,Media,1,Laboratory Technician,Media,Single,2440,1,No,22,Muy_Alta,Media,0,4,3,4,3,3,29280,4714.08
47,No,Travel_Rarely,Sales,2,Master,Life Sciences,Media,Muy_Alta,4,Manager,Muy_Alta,Divorced,15972,6,No,14,Alta,Alta,3,29,2,3,1,2,191664,40249.439999999995
49,No,Travel_Rarely,Research & Development,1,Universitaria,Life Sciences,Alta,Alta,4,Manager,Alta,Single,15379,4,No,14,Alta,Baja,0,23,2,8,0,0,184548,38755.08
41,No,Travel_Rarely,Sales,23,Universitaria,Life Sciences,Muy_Alta,Alta,3,Sales Executive,Alta,Single,7082,3,Yes,16,Alta,Muy_Alta,0,21,2,2,0,2,84984,17846.64
20,No,Travel_Rarely,Sales,9,Universitaria,Life Sciences,Muy_Alta,Alta,1,Sales Representative,Alta,Single,2728,1,No,11,Alta,Baja,0,2,3,2,0,2,32736,6448.992
33,No,Non-Travel,Sales,16,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Divorced,5368,1,Yes,25,Muy_Alta,Alta,1,7,2,6,1,2,64416,13140.864
36,No,Travel_Rarely,Research & Development,26,Universitaria,Life Sciences,Baja,Alta,2,Healthcare Representative,Alta,Married,5347,6,No,14,Alta,Media,2,10,2,3,0,2,64164,13089.455999999998
44,No,Travel_Rarely,Human Resources,1,Universitaria,Life Sciences,Alta,Alta,1,Human Resources,Alta,Divorced,3195,4,Yes,18,Alta,Baja,3,8,2,2,2,2,38340,7552.9800000000005
23,Yes,Travel_Rarely,Research & Development,8,Secundaria,Medical,Muy_Alta,Media,1,Laboratory Technician,Media,Single,3989,1,Yes,11,Alta,Baja,0,5,2,5,1,2,47868,9429.996000000001
38,No,Travel_Rarely,Research & Development,4,Universitaria,Medical,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,3306,7,No,19,Alta,Muy_Alta,1,7,5,0,0,0,39672,7815.384
53,No,Travel_Rarely,Research & Development,24,Master,Medical,Media,Muy_Alta,3,Healthcare Representative,Muy_Alta,Married,7005,3,No,15,Alta,Alta,0,11,2,4,1,2,84060,17652.6
48,Yes,Travel_Frequently,Sales,7,Universitaria,Medical,Muy_Alta,Alta,1,Sales Representative,Alta,Married,2655,2,Yes,11,Alta,Alta,2,19,3,9,7,7,31860,6276.42
32,Yes,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,Muy_Alta,Alta,1,Laboratory Technician,Alta,Single,1393,1,No,12,Alta,Baja,0,1,2,1,0,0,16716,2691.2760000000003
26,No,Non-Travel,Research & Development,7,Universitaria,Medical,Muy_Alta,Alta,1,Laboratory Technician,Alta,Single,2570,1,No,20,Muy_Alta,Alta,0,7,5,7,5,7,30840,6075.4800000000005
55,No,Travel_Rarely,Research & Development,22,Secundaria,Technical Degree,Baja,Media,1,Research Scientist,Media,Divorced,3537,5,No,12,Alta,Muy_Alta,1,8,1,4,1,2,42444,8361.468
34,No,Travel_Rarely,Research & Development,5,Secundaria,Medical,Media,Media,2,Laboratory Technician,Media,Married,3986,1,No,14,Alta,Alta,1,15,3,15,4,13,47832,9422.904
60,No,Travel_Rarely,Research & Development,1,Primaria,Medical,Alta,Baja,3,Healthcare Representative,Baja,Divorced,10883,3,No,20,Muy_Alta,Alta,1,19,2,1,0,0,130596,27425.16
33,No,Travel_Rarely,Research & Development,21,Master,Medical,Media,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,2028,1,No,18,Alta,Muy_Alta,3,14,6,14,2,13,24336,3918.096
37,No,Travel_Frequently,Sales,1,Primaria,Medical,Alta,Baja,2,Sales Executive,Baja,Divorced,9525,1,No,14,Alta,Alta,2,6,2,6,1,3,114300,24003.0
34,No,Travel_Rarely,Research & Development,19,Secundaria,Life Sciences,Media,Media,1,Research Scientist,Media,Married,2929,1,No,12,Alta,Media,0,10,3,10,8,7,35148,6924.156
23,Yes,Travel_Rarely,Sales,7,Universitaria,Life Sciences,Alta,Alta,1,Sales Representative,Alta,Divorced,2275,1,Yes,21,Muy_Alta,Media,1,3,2,3,0,2,27300,4395.3
44,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,Alta,Muy_Alta,3,Healthcare Representative,Muy_Alta,Married,7879,1,Yes,19,Alta,Media,1,9,2,8,6,7,94548,19855.079999999998
35,No,Travel_Frequently,Research & Development,2,Secundaria,Medical,Baja,Media,1,Research Scientist,Media,Single,4930,0,Yes,14,Alta,Alta,0,6,2,5,1,4,59160,12068.64
43,No,Travel_Rarely,Sales,2,Universitaria,Medical,Muy_Alta,Alta,2,Sales Executive,Alta,Married,7847,1,Yes,17,Alta,Baja,1,10,3,10,8,8,94164,19774.44
24,No,Travel_Rarely,Research & Development,9,Master,Medical,Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Married,4401,1,No,16,Alta,Muy_Alta,1,5,1,5,0,4,52812,10773.648
41,No,Travel_Rarely,Sales,6,Universitaria,Marketing,Muy_Alta,Alta,3,Sales Executive,Alta,Single,9241,1,No,12,Alta,Media,0,10,3,10,8,7,110892,23287.32
29,No,Travel_Rarely,Research & Development,9,Universitaria,Medical,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,2974,9,No,17,Alta,Alta,1,9,2,5,1,2,35688,7030.536
36,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Alta,Alta,2,Sales Representative,Alta,Single,4502,3,No,15,Alta,Alta,0,17,2,13,6,7,54024,11020.895999999999
45,No,Non-Travel,Research & Development,1,Secundaria,Life Sciences,Alta,Media,3,Healthcare Representative,Media,Married,10748,3,No,23,Muy_Alta,Muy_Alta,1,25,3,23,14,4,128976,27084.96
24,Yes,Travel_Rarely,Human Resources,22,Primaria,Human Resources,Muy_Alta,Baja,1,Human Resources,Baja,Married,1555,1,No,11,Alta,Alta,1,1,2,1,0,0,18660,3004.26
47,Yes,Travel_Frequently,Sales,9,Primaria,Life Sciences,Alta,Baja,4,Sales Executive,Baja,Married,12936,7,No,11,Alta,Alta,0,25,3,23,14,10,155232,32598.719999999998
26,No,Travel_Rarely,Research & Development,17,Primaria,Medical,Muy_Alta,Baja,1,Laboratory Technician,Baja,Married,2305,1,No,15,Alta,Alta,3,3,3,3,0,2,27660,4453.26
45,No,Travel_Rarely,Research & Development,28,Secundaria,Technical Degree,Muy_Alta,Media,4,Research Director,Media,Single,16704,1,No,11,Alta,Alta,0,21,2,21,8,6,200448,42094.08
32,No,Travel_Frequently,Research & Development,10,Universitaria,Life Sciences,Baja,Alta,1,Research Scientist,Alta,Married,3433,6,No,13,Alta,Baja,1,10,3,5,1,3,41196,8115.612
31,No,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,Media,Alta,1,Laboratory Technician,Alta,Married,3477,1,No,14,Alta,Muy_Alta,1,6,2,5,0,3,41724,8219.628
41,No,Non-Travel,Human Resources,4,Primaria,Human Resources,Alta,Baja,2,Human Resources,Baja,Married,6430,6,No,19,Alta,Media,1,10,4,3,1,2,77160,16203.599999999999
40,No,Travel_Rarely,Research & Development,8,Universitaria,Life Sciences,Media,Alta,2,Manufacturing Director,Alta,Married,6516,2,Yes,16,Alta,Media,1,18,3,1,0,0,78192,16420.32
24,No,Travel_Rarely,Research & Development,29,Universitaria,Medical,Media,Alta,1,Laboratory Technician,Alta,Divorced,3907,1,No,13,Alta,Media,3,6,2,6,1,2,46884,9236.148000000001
46,No,Travel_Rarely,Research & Development,13,Universitaria,Life Sciences,Alta,Alta,2,Healthcare Representative,Alta,Single,5562,6,No,14,Alta,Muy_Alta,0,19,3,10,0,9,66744,13615.776
35,No,Travel_Rarely,Research & Development,27,Universitaria,Life Sciences,Muy_Alta,Alta,2,Manufacturing Director,Alta,Married,6883,2,No,16,Alta,Media,1,17,3,7,0,7,82596,17345.16
30,No,Travel_Rarely,Research & Development,16,Universitaria,Life Sciences,Media,Alta,1,Research Scientist,Alta,Married,2862,1,No,12,Alta,Media,1,10,2,10,0,8,34344,6765.768
47,No,Non-Travel,Sales,2,Universitaria,Marketing,Alta,Alta,2,Sales Executive,Alta,Married,4978,7,No,11,Alta,Muy_Alta,1,4,3,1,0,0,59736,12186.143999999998
46,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Alta,Alta,3,Sales Executive,Alta,Divorced,10368,4,Yes,12,Alta,Media,1,13,5,10,0,3,124416,26127.36
36,Yes,Travel_Rarely,Sales,13,Secundaria,Marketing,Media,Media,2,Sales Executive,Media,Divorced,6134,5,Yes,13,Alta,Media,3,16,3,2,2,2,73608,15016.032
32,Yes,Travel_Rarely,Sales,1,Primaria,Life Sciences,Baja,Baja,2,Sales Executive,Baja,Single,6735,6,No,15,Alta,Media,0,10,2,0,0,0,80820,16972.2
23,No,Travel_Rarely,Research & Development,4,Universitaria,Medical,Alta,Alta,1,Laboratory Technician,Alta,Single,3295,1,No,13,Alta,Alta,0,3,3,3,1,2,39540,7789.38
31,No,Travel_Frequently,Research & Development,24,Universitaria,Technical Degree,Muy_Alta,Alta,2,Manufacturing Director,Alta,Single,5238,2,No,20,Muy_Alta,Muy_Alta,0,9,3,5,1,4,62856,12822.624
39,No,Non-Travel,Research & Development,1,Universitaria,Life Sciences,Muy_Alta,Alta,2,Laboratory Technician,Alta,Married,6472,1,Yes,15,Alta,Muy_Alta,1,9,2,9,5,8,77664,16309.439999999999
32,No,Travel_Rarely,Sales,19,Primaria,Life Sciences,Muy_Alta,Baja,3,Sales Executive,Baja,Married,9610,3,No,13,Alta,Alta,1,10,2,4,0,2,115320,24217.2
40,No,Travel_Rarely,Sales,7,Universitaria,Medical,Media,Alta,5,Manager,Alta,Single,19833,1,No,14,Alta,Media,0,21,3,21,12,8,237996,49979.159999999996
45,No,Travel_Rarely,Human Resources,4,Primaria,Life Sciences,Alta,Baja,3,Human Resources,Baja,Married,9756,4,No,21,Muy_Alta,Alta,2,9,2,5,0,3,117072,24585.12
30,No,Travel_Frequently,Research & Development,2,Secundaria,Technical Degree,Muy_Alta,Media,1,Research Scientist,Media,Single,4968,0,No,16,Alta,Muy_Alta,0,10,2,9,0,7,59616,12161.663999999999
24,No,Travel_Frequently,Human Resources,10,Universitaria,Medical,Baja,Alta,1,Human Resources,Alta,Married,2145,0,No,14,Alta,Muy_Alta,1,3,2,2,2,1,25740,4144.14
30,Yes,Travel_Frequently,Human Resources,8,Secundaria,Human Resources,Alta,Media,1,Human Resources,Media,Divorced,2180,6,No,11,Alta,Alta,1,6,0,4,1,2,26160,4211.76
31,No,Travel_Rarely,Sales,5,Universitaria,Technical Degree,Baja,Alta,2,Sales Executive,Alta,Married,8346,1,No,19,Alta,Alta,1,6,3,5,0,2,100152,21031.92
27,No,Travel_Rarely,Research & Development,8,Universitaria,Medical,Alta,Alta,1,Research Scientist,Alta,Single,3445,1,No,11,Alta,Alta,0,6,5,6,1,4,41340,8143.9800000000005
29,Yes,Travel_Rarely,Sales,9,Primaria,Marketing,Media,Baja,1,Sales Representative,Baja,Single,2760,1,No,13,Alta,Alta,0,2,3,2,2,2,33120,6524.64
29,No,Travel_Frequently,Research & Development,1,Master,Life Sciences,Muy_Alta,Muy_Alta,2,Healthcare Representative,Muy_Alta,Single,6294,8,Yes,12,Alta,Muy_Alta,0,10,5,3,0,2,75528,15860.88
30,No,Travel_Rarely,Sales,15,Secundaria,Marketing,Alta,Media,3,Sales Executive,Media,Divorced,7140,2,No,11,Alta,Baja,1,12,2,7,1,7,85680,17992.8
34,No,Travel_Rarely,Research & Development,2,Master,Medical,Muy_Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2932,0,Yes,14,Alta,Baja,3,6,3,5,1,2,35184,6931.2480000000005
33,No,Non-Travel,Sales,2,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Single,5147,8,No,15,Alta,Muy_Alta,0,13,2,11,1,7,61764,12599.856
49,No,Travel_Rarely,Sales,11,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4507,3,No,12,Alta,Alta,0,8,1,5,0,4,54084,11033.135999999999
33,Yes,Travel_Rarely,Sales,16,Universitaria,Life Sciences,Baja,Alta,3,Sales Executive,Alta,Single,8564,2,Yes,20,Muy_Alta,Alta,0,11,2,0,0,0,102768,21581.28
38,No,Travel_Frequently,Research & Development,2,Secundaria,Medical,Alta,Media,1,Laboratory Technician,Media,Married,2468,4,No,14,Alta,Media,1,9,4,6,0,5,29616,4768.176
31,Yes,Travel_Rarely,Sales,16,Universitaria,Marketing,Baja,Alta,3,Sales Executive,Alta,Married,8161,2,No,13,Alta,Baja,3,10,2,1,0,0,97932,20565.719999999998
29,No,Travel_Rarely,Research & Development,4,Secundaria,Technical Degree,Muy_Alta,Media,1,Research Scientist,Media,Divorced,2109,1,No,13,Alta,Alta,1,1,2,1,0,0,25308,4074.588
30,No,Travel_Rarely,Research & Development,16,Master,Life Sciences,Alta,Muy_Alta,2,Healthcare Representative,Muy_Alta,Married,5294,3,No,16,Alta,Alta,1,10,3,7,1,7,63528,12959.712
32,No,Non-Travel,Research & Development,5,Universitaria,Technical Degree,Media,Alta,1,Research Scientist,Alta,Single,2718,2,No,14,Alta,Media,0,12,3,7,0,7,32616,6425.352
38,No,Travel_Rarely,Research & Development,18,Primaria,Medical,Media,Baja,2,Healthcare Representative,Alta,Married,5811,3,Yes,16,Alta,Alta,1,15,2,1,1,0,69732,14225.328
43,Yes,Travel_Frequently,Research & Development,17,Universitaria,Technical Degree,Alta,Media,1,Research Scientist,Media,Married,2437,9,Yes,16,Alta,Muy_Alta,1,6,4,1,0,0,29244,4708.284000000001
42,No,Travel_Rarely,Research & Development,12,Universitaria,Medical,Media,Alta,1,Laboratory Technician,Alta,Divorced,2766,8,No,22,Muy_Alta,Media,3,7,6,5,0,4,33192,6538.8240000000005
